Season,Region,County,CDC Week,Week Ending Date,Age Group,Count,Centroid,FIPS
2023-2024,WESTERN,CATTARAUGUS,42,10/21/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,43,10/28/2023,0-4,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,43,10/28/2023,5-17,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,43,10/28/2023,18-49,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,43,10/28/2023,50-64,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,43,10/28/2023,65+,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,43,10/28/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,44,11/04/2023,0-4,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,44,11/04/2023,5-17,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,44,11/04/2023,18-49,1,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,44,11/04/2023,50-64,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,44,11/04/2023,65+,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,44,11/04/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,45,11/11/2023,0-4,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,45,11/11/2023,5-17,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,45,11/11/2023,18-49,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,45,11/11/2023,50-64,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,45,11/11/2023,65+,1,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,45,11/11/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,46,11/18/2023,0-4,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,46,11/18/2023,5-17,1,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,46,11/18/2023,18-49,2,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,46,11/18/2023,50-64,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,46,11/18/2023,65+,1,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,46,11/18/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,47,11/25/2023,0-4,1,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,47,11/25/2023,5-17,1,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,47,11/25/2023,18-49,3,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,47,11/25/2023,50-64,1,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,47,11/25/2023,65+,1,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,47,11/25/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,48,12/02/2023,0-4,2,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,48,12/02/2023,5-17,5,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,48,12/02/2023,18-49,1,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,48,12/02/2023,50-64,3,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,48,12/02/2023,65+,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,48,12/02/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,49,12/09/2023,0-4,5,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,49,12/09/2023,5-17,6,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,49,12/09/2023,18-49,2,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,49,12/09/2023,50-64,4,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,49,12/09/2023,65+,1,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,49,12/09/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,50,12/16/2023,0-4,9,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,50,12/16/2023,5-17,12,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,50,12/16/2023,18-49,5,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,50,12/16/2023,50-64,7,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,50,12/16/2023,65+,4,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,50,12/16/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,51,12/23/2023,0-4,6,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,51,12/23/2023,5-17,26,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,51,12/23/2023,18-49,15,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,51,12/23/2023,50-64,10,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,51,12/23/2023,65+,10,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,51,12/23/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,52,12/30/2023,0-4,17,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,52,12/30/2023,5-17,7,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,52,12/30/2023,18-49,16,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,52,12/30/2023,50-64,4,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,52,12/30/2023,65+,15,"(42.2448527, -78.6810055)",36009
2023-2024,WESTERN,CATTARAUGUS,52,12/30/2023,UNKNOWN,0,"(42.2448527, -78.6810055)",36009
2023-2024,CENTRAL,CAYUGA,40,10/07/2023,0-4,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,40,10/07/2023,5-17,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,40,10/07/2023,18-49,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,40,10/07/2023,50-64,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,40,10/07/2023,65+,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,40,10/07/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,41,10/14/2023,0-4,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,41,10/14/2023,5-17,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,41,10/14/2023,18-49,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,41,10/14/2023,50-64,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,41,10/14/2023,65+,1,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,41,10/14/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,42,10/21/2023,0-4,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,42,10/21/2023,5-17,2,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,42,10/21/2023,18-49,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,42,10/21/2023,50-64,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,42,10/21/2023,65+,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,42,10/21/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,43,10/28/2023,0-4,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,43,10/28/2023,5-17,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,43,10/28/2023,18-49,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,43,10/28/2023,50-64,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,43,10/28/2023,65+,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,43,10/28/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,44,11/04/2023,0-4,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,44,11/04/2023,5-17,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,44,11/04/2023,18-49,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,44,11/04/2023,50-64,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,44,11/04/2023,65+,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,44,11/04/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,45,11/11/2023,0-4,1,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,45,11/11/2023,5-17,5,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,45,11/11/2023,18-49,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,45,11/11/2023,50-64,1,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,45,11/11/2023,65+,1,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,45,11/11/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,46,11/18/2023,0-4,1,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,46,11/18/2023,5-17,4,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,46,11/18/2023,18-49,3,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,46,11/18/2023,50-64,2,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,46,11/18/2023,65+,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,46,11/18/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,47,11/25/2023,0-4,2,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,47,11/25/2023,5-17,7,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,47,11/25/2023,18-49,4,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,47,11/25/2023,50-64,1,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,47,11/25/2023,65+,1,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,47,11/25/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,48,12/02/2023,0-4,5,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,48,12/02/2023,5-17,11,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,48,12/02/2023,18-49,12,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,48,12/02/2023,50-64,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,48,12/02/2023,65+,1,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,48,12/02/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,49,12/09/2023,0-4,5,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,49,12/09/2023,5-17,12,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,49,12/09/2023,18-49,11,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,49,12/09/2023,50-64,4,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,49,12/09/2023,65+,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,49,12/09/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,50,12/16/2023,0-4,3,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,50,12/16/2023,5-17,13,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,50,12/16/2023,18-49,11,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,50,12/16/2023,50-64,6,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,50,12/16/2023,65+,7,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,50,12/16/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,51,12/23/2023,0-4,8,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,51,12/23/2023,5-17,8,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,51,12/23/2023,18-49,22,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,51,12/23/2023,50-64,16,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,51,12/23/2023,65+,10,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,51,12/23/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,52,12/30/2023,0-4,7,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,52,12/30/2023,5-17,21,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,52,12/30/2023,18-49,27,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,52,12/30/2023,50-64,13,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,52,12/30/2023,65+,15,"(43.0085456, -76.5745866)",36011
2023-2024,CENTRAL,CAYUGA,52,12/30/2023,UNKNOWN,0,"(43.0085456, -76.5745866)",36011
2023-2024,WESTERN,CHAUTAUQUA,40,10/07/2023,0-4,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,40,10/07/2023,5-17,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,40,10/07/2023,18-49,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,40,10/07/2023,50-64,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,40,10/07/2023,65+,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,40,10/07/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,41,10/14/2023,0-4,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,41,10/14/2023,5-17,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,41,10/14/2023,18-49,1,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,41,10/14/2023,50-64,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,41,10/14/2023,65+,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,41,10/14/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,42,10/21/2023,0-4,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,42,10/21/2023,5-17,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,42,10/21/2023,18-49,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,42,10/21/2023,50-64,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,42,10/21/2023,65+,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,42,10/21/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,43,10/28/2023,0-4,2,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,43,10/28/2023,5-17,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,43,10/28/2023,18-49,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,43,10/28/2023,50-64,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,43,10/28/2023,65+,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,43,10/28/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,44,11/04/2023,0-4,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,44,11/04/2023,5-17,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,44,11/04/2023,18-49,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,44,11/04/2023,50-64,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,44,11/04/2023,65+,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,44,11/04/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,45,11/11/2023,0-4,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,45,11/11/2023,5-17,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,45,11/11/2023,18-49,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,45,11/11/2023,50-64,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,45,11/11/2023,65+,1,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,45,11/11/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,46,11/18/2023,0-4,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,46,11/18/2023,5-17,4,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,46,11/18/2023,18-49,1,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,46,11/18/2023,50-64,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,46,11/18/2023,65+,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,46,11/18/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,47,11/25/2023,0-4,1,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,47,11/25/2023,5-17,2,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,47,11/25/2023,18-49,4,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,47,11/25/2023,50-64,1,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,47,11/25/2023,65+,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,47,11/25/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,48,12/02/2023,0-4,1,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,48,12/02/2023,5-17,1,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,48,12/02/2023,18-49,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,48,12/02/2023,50-64,1,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,48,12/02/2023,65+,4,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,48,12/02/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,49,12/09/2023,0-4,1,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,49,12/09/2023,5-17,4,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,49,12/09/2023,18-49,6,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,49,12/09/2023,50-64,3,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,49,12/09/2023,65+,4,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,49,12/09/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,50,12/16/2023,0-4,3,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,50,12/16/2023,5-17,12,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,50,12/16/2023,18-49,8,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,50,12/16/2023,50-64,3,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,50,12/16/2023,65+,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,50,12/16/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,51,12/23/2023,0-4,3,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,51,12/23/2023,5-17,17,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,51,12/23/2023,18-49,21,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,51,12/23/2023,50-64,8,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,51,12/23/2023,65+,4,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,51,12/23/2023,UNKNOWN,0,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,52,12/30/2023,0-4,15,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,52,12/30/2023,5-17,21,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,52,12/30/2023,18-49,24,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,52,12/30/2023,50-64,15,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,52,12/30/2023,65+,17,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHAUTAUQUA,52,12/30/2023,UNKNOWN,1,"(42.3042159, -79.4075949)",36013
2023-2024,WESTERN,CHEMUNG,40,10/07/2023,0-4,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,40,10/07/2023,5-17,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,40,10/07/2023,18-49,1,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,40,10/07/2023,50-64,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,40,10/07/2023,65+,2,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,40,10/07/2023,UNKNOWN,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,41,10/14/2023,0-4,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,41,10/14/2023,5-17,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,41,10/14/2023,18-49,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,41,10/14/2023,50-64,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,41,10/14/2023,65+,1,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,41,10/14/2023,UNKNOWN,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,42,10/21/2023,0-4,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,42,10/21/2023,5-17,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,42,10/21/2023,18-49,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,42,10/21/2023,50-64,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,42,10/21/2023,65+,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,42,10/21/2023,UNKNOWN,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,43,10/28/2023,0-4,1,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,43,10/28/2023,5-17,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,43,10/28/2023,18-49,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,43,10/28/2023,50-64,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,43,10/28/2023,65+,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,43,10/28/2023,UNKNOWN,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,44,11/04/2023,0-4,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,44,11/04/2023,5-17,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,44,11/04/2023,18-49,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,44,11/04/2023,50-64,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,44,11/04/2023,65+,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,44,11/04/2023,UNKNOWN,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,45,11/11/2023,0-4,0,"(42.1552807, -76.7471788)",36015
2023-2024,WESTERN,CHEMUNG,45,11/11/2023,5-17,0,"(42.1552807, -76.7471788)",36015
